video_id,title,publishedAt,channelId,description,view_count,like_count,favorite_count,comment_count,tags,defaultLanguage
My2puqJVbI0,2021 Cloud Computing and Big Data Lecture 12 Docker and Container Management Part2 💻,2021-11-08T23:45:23Z,UCWC4VKHmL4NZgFfKoHtANKg,"2021 Cloud Computing and Big Data Lecture 12 Docker and Container Management - Part Two 💻

Parallel & Scalable Machine Learning & Deep Learning
16 university lectures with additional practical lectures for hands-on exercises in context
University of Iceland, School of Engineering and Natural Sciences
Faculty of Industrial Engineering, Mechanical Engineering and Computer Science

Fall 2021

Course Outline

1. Cloud Computing & Big Data Introduction
2. Machine Learning Models in Clouds
3. Apache Spark for Cloud Applications
4. Virtualization & Data Center Design
5. Map-Reduce Computing Paradigm
6. Deep Learning driven by Big Data
7. Deep Learning Applications in Clouds
8. Infrastructure-As-A-Service (IAAS)
9. Platform-As-A-Service (PAAS)
10. Software-As-A-Service (SAAS)
11. Big Data Analytics & Cloud Data Mining
12. Docker & Container Management
13. OpenStack Cloud Operating System
14. Online Social Networking & Graph Databases
15. Big Data Streaming Tools & Applications
16. Epilogue

Lecture Outline

Part One: Docker & Container Management
Cloud Service Challenge & Docker Container Example
Benefits of Virtualization vs. Container Orchestration Approaches
Kubernetes Container Orchestration using PyTorch for Deep Learning
AWS Container Services Landscape & Cookpad Application Example
Containerized Applications using AWS & MS Azure Cloud Services

Part Two: Advanced Container Concepts & Examples 
Containerized Applications in Google Cloud for Deep Learning
Machine & Deep Learning via Containers in IBM Cloud & Alibaba
UberCloud Containers with Packages & Cloud solutions for Engineers
Computational Fluid Dynamics (CFD) as HPC Cloud Simulation Example
Other Container Solutions such as Singularity & Mesos",68,0,0,0,,N/A
PziYflu8cB8,Kubernetes Explained in 100 Seconds,2020-09-24T19:54:38Z,UCsBjURrPoezykLs9EqgamOA,"Learn the basics of Kubernetes and how it's used to scale containers to massive workloads in the in cloud, in 100 seconds. https://fireship.io/tags/docker/

Docker in 100 Seconds https://youtu.be/Gjnup-PuquQ
Full docker Tutorial https://youtu.be/gAkwW2tuIqE

Official Kube docs https://kubernetes.io/

#docker #100SecondsOfCode

Install the quiz app 🤓

iOS https://itunes.apple.com/us/app/fireship/id1462592372?mt=8
Android https://play.google.com/store/apps/details?id=io.fireship.quizapp

Upgrade to Fireship PRO at https://fireship.io/pro
Use code lORhwXd2 for 25% off your first payment. 

My VS Code Theme

- Atom One Dark 
- vscode-icons
- Fira Code Font",1080147,36561,0,424,"app development, lesson, tutorial, 100 seconds of code, docker, kubernetes, backend devlopment, kubernetes explained",N/A
82drrTG1EtQ,"Building End-to-End Machine Learning Workflows with Kubernetes...By Antje Barth, Amazon Web Services",2020-09-26T16:14:38Z,UCZY1BG7R4guJ50PVYmj1-mQ,"Antje Barth, Developer Evangelist, Amazon Web Services Speaker at Global #ArtificialIntelligence Virtual Conference Sep 16-18, 2020

Speaker Bio:

Antje is a Developer Advocate for AI and Machine Learning at Amazon Web Services (AWS) based in Düsseldorf, Germany. She is co-author of the O'Reilly Book, ""Data Science on AWS."" Antje is also co-founder of the Düsseldorf chapter of Women in Big Data. Antje frequently speaks at AI and Machine Learning conferences and meetups around the world. Besides ML/AI, Antje is passionate about helping developers leverage Big Data, container and Kubernetes platforms in the context of AI and Machine Learning. Previously, Antje worked in technical evangelism and solutions engineering at MapR and Cisco.

Antje Barth: http://www.globalbigdataconference.com/seattle/global-artificial-intelligence-virtual-conference-122/speaker-details/antje-barth-113924.html

Speakers: http://www.globalbigdataconference.com/seattle/global-artificial-intelligence-virtual-conference/speakers-122.html

Agenda: http://www.globalbigdataconference.com/seattle/global-artificial-intelligence-virtual-conference/schedule-122.html",257,6,0,0,"AI, Artificial Intelligence, Machine Learning, Deep Learning, Big Data, Data Science, NLP, NoSQL, IoT, Tensorflow, Serverless, Kubernetes, AI Conference, Virtual Conference",N/A
X6a_-mb5AKg,Making Docker & Python Play Nicely and Securely for Machine Learning & Data Science - Tania Allard,2020-11-19T20:15:11Z,UCBhXFK70DbOU15N2BhDQVTg,"Presented by: Tania Allard, PhD, Microsoft
Presented at All Things Open 2020 - Big Data Track

Abstract: Docker has become a standard tool for developers around the world to deploy applications in a reproducible and robust manner. The existence of Docker and Docker compose have reduced the time needed to set up new software and implementing complex technology stacks for our applications.

Now, six years after the initial release of Docker, we can say with confidence that containers and containers orchestration have become some of the defaults in the current technology stacks.

There are thousands of tutorials and getting started documents for those wanting to adopt Docker for apps deployment. However, if you are a Data Scientist, a researcher or someone working on scientific computing wanting to adopt Docker, the story is quite different. There are very few tutorials (in comparison to app/web) and documents focused on Docker best practices for DS and scientific computing. If you are working on DS, ML or scientific computing, this talk is for you. We'll cover best practices when building Docker containers for data-intensive applications, from optimising your image build, to ensuring your containers are secure and efficient deployment workflows. We will talk about the most common problems faced while using Docker with data-intensive applications and how you can overcome most of them. Finally, I'll give some practical and useful tips for you to improve your Docker workflows and practises.

Attendees will leave the talk feeling confident about adopting Docker across a range of DS, ML and research projects.",55,N/A,0,0,"all things open, open source, ato2020, technology, Big Data, Tania Allard PhD, Microsoft, docker, Data Scientist",N/A
pceIR_dGph4,2020 Cloud Computing and Big Data Lecture 12 Docker and Container Management Part1 💻,2020-11-18T10:29:58Z,UCWC4VKHmL4NZgFfKoHtANKg,"2020 Cloud Computing and Big Data Lecture 12 Docker and Container Management - Part One 💻

Parallel & Scalable Machine Learning & Deep Learning
16 university lectures with additional practical lectures for hands-on exercises in context
University of Iceland, School of Engineering and Natural Sciences
Faculty of Industrial Engineering, Mechanical Engineering and Computer Science

Fall 2020

Course Outline

1. Cloud Computing & Big Data Introduction
2. Machine Learning Models in Clouds
3. Apache Spark for Cloud Applications
4. Virtualization & Data Center Design
5. Map-Reduce Computing Paradigm
6. Deep Learning driven by Big Data
7. Deep Learning Applications in Clouds
8. Infrastructure-As-A-Service (IAAS)
9. Platform-As-A-Service (PAAS)
10. Software-As-A-Service (SAAS)
11. Big Data Analytics & Cloud Data Mining
12. Docker & Container Management
13. OpenStack Cloud Operating System
14. Online Social Networking & Graph Databases
15. Big Data Streaming Tools & Applications
16. Epilogue

Lecture Outline

Part One: Docker & Container Management
Cloud Service Challenge & Docker Container Example
Benefits of Virtualization vs. Container Orchestration Approaches
Kubernetes Container Orchestration using PyTorch for Deep Learning
AWS Container Services Landscape & Cookpad Application Example
Containerized Applications using AWS & MS Azure Cloud Services

Part Two: Advanced Container Concepts & Examples 
Containerized Applications in Google Cloud for Deep Learning
Machine & Deep Learning via Containers in IBM Cloud & Alibaba
UberCloud Containers with Packages & Cloud solutions for Engineers
Computational Fluid Dynamics (CFD) as HPC Cloud Simulation Example
Other Container Solutions such as Singularity & Mesos",125,1,0,0,,N/A
pzHwAuTMpeU,Marck Vaisman | Scaling up to Big Data Devops for Data Science,2016-10-24T22:55:10Z,UCOjD18EJYcsBog4IozkF_7w,"PyData DC 2016

Scaling up R/Python from a single machine to a cluster environment can be tricky. While there are many tools available that make the launching of a cluster relatively easy, they are not focused or optimized to the specific use case of analytics but mostly on operations. Come and learn about devops tips and tricks to optimize your transition into the big data world as a data scientist. 00:00 Welcome!
00:10 Help us add time stamps or captions to this video! See the description for details.

Want to help add timestamps to our YouTube videos to help with discoverability? Find out more here: https://github.com/numfocus/YouTubeVideoTimestamps",896,6,0,0,,N/A
ZXTRzE8rt5A,AWS Container Day - ML with Kubernetes,2019-06-13T16:00:07Z,UCd6MoB9NC6uYN2grvUNT-Zg,"Learn more about EKS on AWS at - https://amzn.to/2KH6GSA.
Missed the AWS Container Day 2019 in Barcelona? In this session, we discuss Machine Learning on Kubernetes and the advantages for running it on AWS. We also show you a demo of the updates to Escalator - a cluster auto scaling component tuned for batch/ML workloads, and EC2 GPU instance autoscaling.",1257,13,0,0,"AWS, Amazon Web Services, Cloud, cloud computing, AWS Cloud, EKS, Container Day, Machine Learning, ML",N/A
ezZZHOs_0Xg,2022 Cloud Computing and Big Data Lecture 12 Docker and Container Management Part1 💻,2022-11-15T12:31:04Z,UCWC4VKHmL4NZgFfKoHtANKg,"2022 Cloud Computing and Big Data Lecture 12 Docker and Container Management - Part One 💻

Cloud Computing & Big Data Course
Parallel & Scalable Machine Learning & Deep Learning
16 university lectures with additional practical lectures for hands-on exercises in context
The University of Iceland, School of Engineering and Natural Sciences
Faculty of Industrial Engineering, Mechanical Engineering and Computer Science

Fall 2022

Course Outline

1. Cloud Computing & Big Data Introduction
2. Machine Learning Models in Clouds
3. Apache Spark for Cloud Applications
4. Virtualization & Data Center Design
5. Map-Reduce Computing Paradigm
6. Deep Learning driven by Big Data
7. Deep Learning Applications in Clouds
8. Infrastructure-As-A-Service (IAAS)
9. Platform-As-A-Service (PAAS)
10. Software-As-A-Service (SAAS)
11. Big Data Analytics & Cloud Data Mining
12. Docker & Container Management
13. OpenStack Cloud Operating System
14. Online Social Networking & Graph Databases
15. Big Data Streaming Tools & Applications
16. Epilogue

Lecture Outline

Part One: Docker & Container Management
Cloud Service Challenge & Docker Container Example
Benefits of Virtualization vs. Container Orchestration Approaches
Kubernetes Container Orchestration using PyTorch for Deep Learning
AWS Container Services Landscape & Cookpad Application Example
Containerized Applications using AWS & MS Azure Cloud Services

Part Two: Advanced Container Concepts & Examples 
Containerized Applications in Google Cloud for Deep Learning
Machine & Deep Learning via Containers in IBM Cloud & Alibaba
UberCloud Containers with Packages & Cloud solutions for Engineers
Computational Fluid Dynamics (CFD) as HPC Cloud Simulation Example
Other Container Solutions such as Singularity & Mesos",87,0,0,0,"cloud computing explained, what is cloud computing, cloud computing, docker tutorial, docker container, docker containers explained, singularity, singularity container, cloud computing tutorial for beginners, docker vs kubernetes, kubernetes, kuebernetes tutorials, container tutorial",N/A
lu5zHvpQeSI,"Managing Machine Learning in Production with Kubeflow and DevOps - David Aronchick, Microsoft",2019-05-31T21:03:13Z,UCvqbFHwN-nwalWPjPUKpvTA,"Join us for Kubernetes Forums Seoul, Sydney, Bengaluru and Delhi - learn more at kubecon.io

Don't miss KubeCon + CloudNativeCon 2020 events in Amsterdam March 30 - April 2, Shanghai July 28-30 and Boston November 17-20! Learn more at kubecon.io. The conference features presentations from developers and end users of Kubernetes, Prometheus, Envoy, and all of the other CNCF-hosted projects

Managing Machine Learning in Production with Kubeflow and DevOps - David Aronchick, Microsoft  

Kubeflow has helped bring machine learning to Kubernetes, but there’s still a significant gap relative to how to productize these workloads. While DevOps and GitOps have made huge traction in recent years, many customers struggle to apply these practices to ML workloads. 

This talk will focus on ways to effectively infuse AI into production-grade applications through establishing practices around model reproducibility, validation, versioning/tracking, and safe/compliant deployment. 

We will demonstrate how to run an E2E machine learning system using nothing more than Git. This will integrate DevOps, data and ML pipelines together, and show how to use multiple workload orchestrators together. 

While the examples will be run using Azure Pipelines and Kubeflow, we will also show how to extend these platforms to any orchestration tool. 

https://sched.co/MPar",8871,128,0,5,,N/A
wXuSqFJVNQA,Do NOT Learn Kubernetes Without Knowing These Concepts...,2023-11-12T15:30:11Z,UCGPGirOab9EGy7VH4IwmWVQ,"Try CastAI out for FREE - https://cast.ai/travis

When I was asked to deploy containers to Kubernetes at a new job, I was confident I could learn it quickly. 

Well, I was wrong.

Kubernetes is complex, mainly because there are underlying skills that developers do not possess which makes it confusing. 

So it's vital to first learn these concepts, and only then Kubernetes will make sense. 

In this video, I'll teach you what those 5 concepts are.

Check out my brand new weekly programming/tech newsletter - https://geni.us/AJ91eMh

Join our thriving Coding Community - https://travis.media/community/

Timestamps
00:00 Intro
01:05 Kubernetes adoption is growing
01:12 Concept 1
04:50 Concept 2
06:00 Sponsor
07:20 Concept 3
09:07 Concept 4
10:20 Concept 5
11:06 Kubernetes Course Recommendation
12:24 Outro

Video Resources
Learn Docker in One Hour - https://youtu.be/i7ABlHngi1Q
Learn AWS Networking For Programmers - https://youtu.be/2doSoMN2xvI
Neworking Video - https://youtu.be/IPvYjXCsTg8
YAML article - https://www.cloudbees.com/blog/yaml-tutorial-everything-you-need-get-started
Kubernetes Udemy Course Recommendation - https://geni.us/KciFOCO

** Career Path Coding Tracks **
Web Developer - https://geni.us/jBigBd
Software Engineer - https://geni.us/AbMxjrX
Machine Learning - https://geni.us/GporLlT
Python Developer - https://geni.us/tv2FJBU
DevOps Engineer - https://geni.us/MgHtJ

** My Coding Blueprints **
Learn to Code Web Developer Blueprint - https://geni.us/HoswN2
AWS/Python Blueprint - https://geni.us/yGlFaRe
Both FREE in the Travis Media Community

** I write regularly **
  https://travis.media

** FREE EBOOKS  **
📘 https://travis.media/ebooks

LET'S CONNECT!
📰 LinkedIn ➔ https://www.linkedin.com/in/travisdot...
🐦 Twitter ➔ https://twitter.com/travisdotmedia​
🙋🏼‍♂️ Website ➔ https://travis.media

#kubernetes  #kubernetesforbeginners  #docker   

*This video was sponsored by CastAI

** Some of the links in this description may be affiliate links that I may get a little cut of. Thank you.",322225,11905,0,242,"kubernetes for beginners, kubernetes networking, kubernetes skills, learn kubernetes, kubernetes hard, kubernetes is complex, kubernetes explained, what is kubernetes used for, what is kubernetes deployment, learn kubernetes and docker, learn kubernetes step by step, learn kubernetes for beginners, learn kubernetes basics, kubernetes docker, kubernetes pods, managed kubernetes, eks, aks, aws kubernetes, yaml, kubectl commands, kubectl",en
0qotVMX-J5s,Containerization Explained,2019-03-18T18:39:24Z,UCKWaEZ-_VweaEx1j62do_vQ,"Learn more about containerization → https://ibm.biz/BdPSfm
Learn more about containers → https://ibm.biz/BdPSfK
Check out the IBM Cloud Kubernetes Service → https://ibm.biz/BdPSfn

In his latest lightboarding video, Sai Vennam delves into containerization and container-based technology, focusing on the portability, scalability, and increasingly Agile DevOps processes that containers facilitate.

Get started for free on IBM Cloud → https://ibm.biz/sign-up-today

Subscribe to see more videos like this in the future → http://ibm.biz/subscribe-now

#Containerization #Kubernetes #DevOps",746139,15734,0,326,"containers, containerization, Kubernetes, Docker, Rocket, Linux, Linux kernel, c-groups, control groups, cloud foundry, runtimes, developer, node.js, application, app, vms, virtual machines, host os, operating system, hypervisor, libraries, guest os, agile, devops, portability, scalability, ibm cloud kubernetes service, manifest, yaml, image, runtime engine, docker engine, cognitive api, watson, python, cloud-native, architecture, continuous integration, continuous delivery",en-US
b_CvqzmB51M,KubeFlow: Pythonic Machine Learning at Scale on Kubernetes | SciPy 2018 | Bailey & Aronchick,2018-07-15T21:21:23Z,UCkhm72fuzkS9fYGlGpEmj7A,"“KubeFlow marks the beginning of the end of the data scientist and/or software engineer as disparate roles. Like DevOps has merged operations and development, DataDevOps will consume data science.” - Philip Winder, an engineer and consultant at Container Solutions
 
 http://container-solutions.com/tensorflow-on-kubernetes-kubeflow/
 
 You've created and tuned a machine learning model, using TensorFlow, PyTorch, or scikit-learn - now what? How can you ensure that the model is deployed to your DevOps team as production-ready code, and can scale as needed on incoming data? How can you seamlessly migrate a model from your local laptop / virtual machine to a hosted server on your cloud platform of choice? 
 
 This talk walks through the architecture of Kubeflow: a project dedicated to answering those questions - and to making machine learning on Kubernetes simple, portable and scalable. 
 
 We will describe, in detail, the three components of the project:
 
 * a JupyterHub platform for creating and managing Jupyter notebook servers that are used by data science and research groups;
 
 * a Tensorflow Customer Resource for managing compute resources to a specific cluster size; and 
 
 * a Tensorflow Serving container to house the machine learning work.
 
 By the end of this talk, you will have a firm understanding of why Kubernetes would be useful to machine learning engineers, and how you can deploy it, today, to support your predictive models.
 
 https://github.com/kubeflow/kubeflow

See the full SciPy 2018 playlist at https://www.youtube.com/playlist?list=PLYx7XA2nY5Gd-tNhm79CNMe_qvi35PgUR",5265,60,0,3,"python, machine learning, Kubernetes",N/A
