video_id,title,publishedAt,channelId,description,view_count,like_count,favorite_count,comment_count,tags,defaultLanguage
Q26I2ttpZHk,Continuous Deployment of AI/ML Models with Containers and Kubernetes,2020-06-05T05:08:58Z,UCZKMj3YI0wP-kq4QYpaKdEA,Learn more about how Red Hat OpenShift at https://openshift.com,632,8,0,0,,N/A
va2r29oWWxQ,Microsoft Azure Kubernetes - Run Docker Container,2019-03-08T04:29:38Z,UCv6Uw36LRbYnX4HDxKPguKg,"Welcome to ""The AI University"".

About this video: 
This video titled ""Microsoft Azure Kubernetes - Run Docker Container"" explains the steps to run docker container,

Subtitles available in: English

FOLLOW ME ON:
Twitter:          https://twitter.com/theaiuniverse
Facebook :    https://www.facebook.com/theaiuniversity
Instagram:    https://www.instagram.com/theaiuniversity

Tool for Keyword Research, Channel Health, Thumbnail Generation for your channel : https://www.Tubebuddy.com/theaiuniversity

Videos Gear used to create this video : https://kit.com/Nitin001/the-ai-university-hd-video-kit

GITHUB REPO : https://github.com/nitinkaushik01

SUBSCRIBE LINK: https://www.youtube.com/c/TheAIUniversity

About this Channel:
The AI University is a channel which is on a mission to democratize the Artificial Intelligence, Big Data Hadoop and Cloud Computing education to the entire world. The aim of this channel is to impart the knowledge to the data science, data analysis, data engineering and cloud architecture aspirants as well as providing advanced knowledge to the ones who already possess some of this knowledge.

Please share, comment, like and subscribe if you liked this video. If you have any specific questions then you can comment on the comment section and I'll definitely try to get back to you.

*******Other AI, ML, Deep Learning, Augmented Reality related Video Series*****

Deploy Machine Learning Models as Web App using Flask & Docker on Azure Cloud - http://bit.ly/2Lgnd0g

Machine Learning Data Pre-processing & Data Wrangling using Python - http://bit.ly/2K6psly

Machine Learning & Deep Learning Project - http://bit.ly/2L0DUwz

Deep Learning Neural Network Tutorials - http://bit.ly/2K6e6hB

Machine Learning & Deep Learning Bootcamp Series - http://bit.ly/2K4648Q

Machine Learning using Spark MLLib - http://bit.ly/2QuKQGK

Augmented Reality Free Tutorial - http://bit.ly/32ioysS

Data Engineering Full Hands-on Course - http://bit.ly/2CsxSPz

Hadoop, Machine & Deep Learning on Azure Cloud Tutorial Series - http://bit.ly/2K74l2I

Natural Language Processing - http://bit.ly/2YtXQuF

Develop Dashboard for Business Intelligence & Data Science(Plotly Dash Tutorial Series) - http://bit.ly/2Yu1Uen

Data Science Tip and Tricks and Career Advice - http://bit.ly/2YvO6QE

Machine Learning, Deep Learning Maths(Matrix & Vector Operations) - http://bit.ly/2YxhOEZ

******************************************************************

DISCLAIMER: This video and description may contain affiliate links, which means that if you click on one of the product links, I’ll receive a small commission. 

#MicrosoftAzure #Kubernetes #CloudComputing",194,3,0,0,"Microsoft Azure Kubernetes - Run Docker Container, microsoft azure kubernetes, microsoft azure kubernetes service, create an azure managed kubernetes service (aks) cluster, microsoft azure kubernetes hands-on tutorial, microsoft azure kubernetes course, microsoft azure kubernetes service hands-on tutorial - introduction, microsoft azure stack kubernetes, microsoft azure kubernetes service(aks) devops",N/A
buMIDdbeBNs,DevOps for Data Science and AI,2019-11-14T14:08:01Z,UCegojQx1tfKt1tsp5IuIpGQ,"At GoDataFest 2019, CTO's Marcel de Vries and Niels Zeilemaker talked about DevOps for AI, specifically for Microsoft Azure.

In this talk, they share how to begin projects with the end in mind, how to bridge the gap between a successful experiment and using it in your business, a cost effective set-up of your environment on Azure for Data Science,  and how to by Secure and Compliant by default.",220,4,0,0,"devops, ai, data science, godatafest, microsoft, azure",N/A
nct39X2-oMM,Docker & Kubernetes for the Data Scientist,2022-07-27T09:11:47Z,UCn_9T5oprhCz9whckcRcEgg,"Deployment == Return on investment. This session looks to show you how to do that for Machine Learning. 
Speaker: Terry McCann https://SQLbits.com/speakers/Terry_McCann

http://SQLbits.com/Sessions/Docker__Kubernetes_for_the_Data_Scientist
 Tags: Azure,deployment,AWS,Big data analytics,AI and data science,gcp,DataOps,Intelligence and Analytics,Developing",928,17,0,0,"AI and data science, AWS, Azure, Big data analytics, DataOps, Developing, Intelligence and Analytics, deployment, gcp",N/A
fGqE2tO5mOo,"Scaling AI & Machine Learning Workloads With Ray on AWS, Kubernetes, & BERT",2022-10-19T08:02:50Z,UCFbY6n5Ge7PJ98AtnMcD2eA,"Big Data LDN 2022, 22 Sept, 1:20pm, Modern Data Stack Theatre
Speaker: 
Chris Fregly, AWS

Open source Ray is great for modern high-performance data processing and machine learning workloads. In this talk, I will explain distributed Ray - and how it differs from Dask and Apache Spark. I will also discuss various tips and tricks to optimizing Ray on AWS and Kubernetes. Next, I will highlight some AWS key contributions to the open source Ray project to improve performance, scalability, and operational efficiency. Lastly, I conclude the talk with a demo using Ray's AI Runtime (AIR) to train and serve a large, distributed BERT model with Amazon Elastic Kubernetes Services (EKS).",416,4,0,1,"big data ldn, bigdata, conference, bigdataldn, big data london, exhibition, big data expo, big data",N/A
0HIelZ3qMLE,How to Use Kubernetes to Build a Data Lake for AI Workloads - Peter MacKinnon & Uday Boppana,2020-09-04T16:31:01Z,UCvqbFHwN-nwalWPjPUKpvTA,"Don’t miss out! Join us at our upcoming events: EnvoyCon Virtual on October 15 and KubeCon + CloudNativeCon North America 2020 Virtual from November 17-20. Learn more at https://kubecon.io. The conferences feature presentations from developers and end users of Kubernetes, Prometheus, Envoy, and all of the other CNCF-hosted projects.  

How to Use Kubernetes to Build a Data Lake for AI Workloads - Peter MacKinnon & Uday Boppana, Red Hat 

The recent popularity of hybrid cloud architectures have left organizations with traditional data lakes behind. How do you build a data architecture that is cloud provider agnostic and is flexible enough to run in across public and private cloud data centers? How do you make this data available to data scientists and developers in a way that simplifies the creation of intelligent applications?  This talk will walk through a new way of building data lakes for the hybrid cloud using Rook and Ceph community projects running on Kubernetes. With a single data architecture deployment that can run in any cloud or across multiple clouds, IT and data engineers can use open source tools on Kubernetes such as Rook, Ceph, Hive metastore, Spark, and Presto to provide unified access to massive amounts of data across multiple data centers for data scientists and developers.

https://sched.co/Zenj",2085,12,0,0,,N/A
ezZZHOs_0Xg,2022 Cloud Computing and Big Data Lecture 12 Docker and Container Management Part1 💻,2022-11-15T12:31:04Z,UCWC4VKHmL4NZgFfKoHtANKg,"2022 Cloud Computing and Big Data Lecture 12 Docker and Container Management - Part One 💻

Cloud Computing & Big Data Course
Parallel & Scalable Machine Learning & Deep Learning
16 university lectures with additional practical lectures for hands-on exercises in context
The University of Iceland, School of Engineering and Natural Sciences
Faculty of Industrial Engineering, Mechanical Engineering and Computer Science

Fall 2022

Course Outline

1. Cloud Computing & Big Data Introduction
2. Machine Learning Models in Clouds
3. Apache Spark for Cloud Applications
4. Virtualization & Data Center Design
5. Map-Reduce Computing Paradigm
6. Deep Learning driven by Big Data
7. Deep Learning Applications in Clouds
8. Infrastructure-As-A-Service (IAAS)
9. Platform-As-A-Service (PAAS)
10. Software-As-A-Service (SAAS)
11. Big Data Analytics & Cloud Data Mining
12. Docker & Container Management
13. OpenStack Cloud Operating System
14. Online Social Networking & Graph Databases
15. Big Data Streaming Tools & Applications
16. Epilogue

Lecture Outline

Part One: Docker & Container Management
Cloud Service Challenge & Docker Container Example
Benefits of Virtualization vs. Container Orchestration Approaches
Kubernetes Container Orchestration using PyTorch for Deep Learning
AWS Container Services Landscape & Cookpad Application Example
Containerized Applications using AWS & MS Azure Cloud Services

Part Two: Advanced Container Concepts & Examples 
Containerized Applications in Google Cloud for Deep Learning
Machine & Deep Learning via Containers in IBM Cloud & Alibaba
UberCloud Containers with Packages & Cloud solutions for Engineers
Computational Fluid Dynamics (CFD) as HPC Cloud Simulation Example
Other Container Solutions such as Singularity & Mesos",87,0,0,0,"cloud computing explained, what is cloud computing, cloud computing, docker tutorial, docker container, docker containers explained, singularity, singularity container, cloud computing tutorial for beginners, docker vs kubernetes, kubernetes, kuebernetes tutorials, container tutorial",N/A
rIrNIzy6U_g,100+ Docker Concepts you Need to Know,2024-03-12T17:14:20Z,UCsBjURrPoezykLs9EqgamOA,"Learn everything you ever wanted to know about containerization is the ultimate Docker tutorial. Build Docker images, run containers, and scale your infrastructure in the cloud  with Docker 101. 

#computerscience #programming #101 

💬 Chat with Me on Discord

https://discord.gg/fireship

🔗 Resources

Download Docker Desktop: https://dockr.ly/4c9PYp9
Check out Docker Scout: https://dockr.ly/3Vd2U7H

Related Videos: 

Docker in 100 Seconds https://youtu.be/Gjnup-PuquQ
Computer Science 101 https://youtu.be/-uleG_Vecis

📚 Chapters

🔥 Get More Content - Upgrade to PRO

Upgrade at https://fireship.io/pro
Use code YT25 for 25% off PRO access 

🎨 My Editor Settings

- Atom One Dark 
- vscode-icons
- Fira Code Font

🔖 Topics Covered

- What is Docker?
- What is Kubernetes?
- How to get started with Docker
- How to run a Docker Container
- Useful Docker tools
- Fast Docker Tutorial",1105766,52610,0,1172,"webdev, app development, lesson, tutorial",N/A
CbiJ_dYZXnQ,Building a Modern Machine Learning Platform on Kubernetes |  Lyft,2019-01-02T16:50:02Z,UCAezwIIm1SfsqdmbQI-65pA,"ABOUT THE TALK:

The last few years have been transformative for the state of machine learning and AI. This talk goes into details of the ML Platform.

In this talk, Saurabh talks about engineering decisions involved in building Lyft's machine learning infrastruture. Lyft ML Platform provides tools to accelerate model development, training and serving. Lyft runs it's ML infra on top of kubernetes, providing a solid execution engine for batch and spiky workloads that are generally common in machine leanrning.

ABOUT THE SPEAKER:

Saurabh Bajaj is a software engineer and tech lead on Lyft's Machine learning Platform. ML Platform builds out systems for acclerating ML development, training and serving of models. Prior to Lyft, Saurabh worked at Instagram and Facebook.

ABOUT DATA COUNCIL: 
Data Council (https://www.datacouncil.ai/) is a community and conference series that provides data professionals with the learning and networking opportunities they need to grow their careers. Make sure to subscribe to our channel for more videos, including DC_THURS, our series of live online interviews with leading data professionals from top open source projects and startups. 

FOLLOW DATA COUNCIL:
Twitter: https://twitter.com/DataCouncilAI 
LinkedIn: https://www.linkedin.com/company/datacouncil-ai 
Facebook: https://www.facebook.com/datacouncilai
Eventbrite: https://www.eventbrite.com/o/data-council-30357384520",11359,160,0,2,"machine learning, Kubernetes, ai, Saurabh Bajaj lyft, data science, kubernetes architecture",N/A
lu5zHvpQeSI,"Managing Machine Learning in Production with Kubeflow and DevOps - David Aronchick, Microsoft",2019-05-31T21:03:13Z,UCvqbFHwN-nwalWPjPUKpvTA,"Join us for Kubernetes Forums Seoul, Sydney, Bengaluru and Delhi - learn more at kubecon.io

Don't miss KubeCon + CloudNativeCon 2020 events in Amsterdam March 30 - April 2, Shanghai July 28-30 and Boston November 17-20! Learn more at kubecon.io. The conference features presentations from developers and end users of Kubernetes, Prometheus, Envoy, and all of the other CNCF-hosted projects

Managing Machine Learning in Production with Kubeflow and DevOps - David Aronchick, Microsoft  

Kubeflow has helped bring machine learning to Kubernetes, but there’s still a significant gap relative to how to productize these workloads. While DevOps and GitOps have made huge traction in recent years, many customers struggle to apply these practices to ML workloads. 

This talk will focus on ways to effectively infuse AI into production-grade applications through establishing practices around model reproducibility, validation, versioning/tracking, and safe/compliant deployment. 

We will demonstrate how to run an E2E machine learning system using nothing more than Git. This will integrate DevOps, data and ML pipelines together, and show how to use multiple workload orchestrators together. 

While the examples will be run using Azure Pipelines and Kubeflow, we will also show how to extend these platforms to any orchestration tool. 

https://sched.co/MPar",8915,128,0,5,,N/A
wytCjR-qdpI,Infrastructure Agnostic Machine Learning Workload Deployment,2021-07-12T17:48:04Z,UC3q8O3Bh2Le8Rj1-Q-_UUbA,"When it comes to Large Scale data processing and Machine Learning, Apache Spark is no doubt one of the top battle-tested frameworks out there for handling batched or streaming workloads.  The ease of use, built-in Machine Learning modules, and multi-language support makes it a very attractive choice for data wonks. However bootstrapping and getting off the ground could be difficult for most teams without leveraging a Spark cluster that is already pre-provisioned and provided as a managed service in the Cloud, while this is a very attractive choice to get going, in the long run, it could be a very expensive option if it’s not well managed.

As an alternative to this approach, our team has been exploring and working a lot with running Spark and all our Machine Learning workloads and pipelines as containerized Docker packages on Kubernetes. This provides an infrastructure-agnostic abstraction layer for us, and as a result, it improves our operational efficiency and reduces our overall compute cost. Most importantly, we can easily target our Spark workload deployment to run on any major Cloud or On-prem infrastructure (with Kubernetes as the common denominator)  by just modifying a few configurations.

In this talk, we will walk you through the process our team follows to make it easy for us to run a production deployment of our Machine Learning workloads and pipelines on Kubernetes which seamlessly allows us to port our implementation from a local Kubernetes set up on the laptop during development to either an On-prem or Cloud Kubernetes environment.

Connect with us:
Website: https://databricks.com
Facebook: https://www.facebook.com/databricksinc
Twitter: https://twitter.com/databricks
LinkedIn: https://www.linkedin.com/company/databricks
Instagram: https://www.instagram.com/databricksinc/ Databricks is proud to announce that Gartner has named us a Leader in both the 2021 Magic Quadrant for Cloud Database Management Systems and the 2021 Magic Quadrant for Data Science and Machine Learning Platforms. Download the reports here. https://databricks.com/databricks-named-leader-by-gartner",400,11,0,0,Databricks,en
82drrTG1EtQ,"Building End-to-End Machine Learning Workflows with Kubernetes...By Antje Barth, Amazon Web Services",2020-09-26T16:14:38Z,UCZY1BG7R4guJ50PVYmj1-mQ,"Antje Barth, Developer Evangelist, Amazon Web Services Speaker at Global #ArtificialIntelligence Virtual Conference Sep 16-18, 2020

Speaker Bio:

Antje is a Developer Advocate for AI and Machine Learning at Amazon Web Services (AWS) based in Düsseldorf, Germany. She is co-author of the O'Reilly Book, ""Data Science on AWS."" Antje is also co-founder of the Düsseldorf chapter of Women in Big Data. Antje frequently speaks at AI and Machine Learning conferences and meetups around the world. Besides ML/AI, Antje is passionate about helping developers leverage Big Data, container and Kubernetes platforms in the context of AI and Machine Learning. Previously, Antje worked in technical evangelism and solutions engineering at MapR and Cisco.

Antje Barth: http://www.globalbigdataconference.com/seattle/global-artificial-intelligence-virtual-conference-122/speaker-details/antje-barth-113924.html

Speakers: http://www.globalbigdataconference.com/seattle/global-artificial-intelligence-virtual-conference/speakers-122.html

Agenda: http://www.globalbigdataconference.com/seattle/global-artificial-intelligence-virtual-conference/schedule-122.html",260,6,0,0,"AI, Artificial Intelligence, Machine Learning, Deep Learning, Big Data, Data Science, NLP, NoSQL, IoT, Tensorflow, Serverless, Kubernetes, AI Conference, Virtual Conference",N/A
iuWL2acLvP4,Scaling Machine Learning Pipelines in Cloud - Salman Iqbal - NDC Oslo 2021,2022-03-02T12:47:11Z,UCTdw38Cw6jcm0atBPA39a0Q,"One of the most common hurdles with developing data science/machine learning models is to design end-to-end pipelines that can operate at scale and in real-time. Data scientists and engineers are often expected to learn, develop and maintain the infrastructure for their experiments. This process takes time away from focussing on training and developing the models.

What if there was a way of abstracting away the non Machine Learning related tasks while still retaining control? This talk will discuss the merits of using Kubeflow. Kubeflow is an open source Kubernetes based platform. With the help of Kubeflow, users can:
- Develop Machine Learning models easily and make repeatable, portable deployments on a diverse infrastructure e.g. laptop to production cluster.
- Scale infrastructure based on the demand.

This talk will also present the current use cases of Kubeflow and how teams from other industries have been utilising the cloud to scale their machine learning operations.


Check out more of our featured speakers and talks at
https://ndcconferences.com/
https://ndcoslo.com/",545,9,0,0,"Cloud, Machine Learning, ML, Kubernetes, Kubeflow, Salman Iqbal, NDC, Conferences, 2021, Oslo, Live",N/A
pceIR_dGph4,2020 Cloud Computing and Big Data Lecture 12 Docker and Container Management Part1 💻,2020-11-18T10:29:58Z,UCWC4VKHmL4NZgFfKoHtANKg,"2020 Cloud Computing and Big Data Lecture 12 Docker and Container Management - Part One 💻

Parallel & Scalable Machine Learning & Deep Learning
16 university lectures with additional practical lectures for hands-on exercises in context
University of Iceland, School of Engineering and Natural Sciences
Faculty of Industrial Engineering, Mechanical Engineering and Computer Science

Fall 2020

Course Outline

1. Cloud Computing & Big Data Introduction
2. Machine Learning Models in Clouds
3. Apache Spark for Cloud Applications
4. Virtualization & Data Center Design
5. Map-Reduce Computing Paradigm
6. Deep Learning driven by Big Data
7. Deep Learning Applications in Clouds
8. Infrastructure-As-A-Service (IAAS)
9. Platform-As-A-Service (PAAS)
10. Software-As-A-Service (SAAS)
11. Big Data Analytics & Cloud Data Mining
12. Docker & Container Management
13. OpenStack Cloud Operating System
14. Online Social Networking & Graph Databases
15. Big Data Streaming Tools & Applications
16. Epilogue

Lecture Outline

Part One: Docker & Container Management
Cloud Service Challenge & Docker Container Example
Benefits of Virtualization vs. Container Orchestration Approaches
Kubernetes Container Orchestration using PyTorch for Deep Learning
AWS Container Services Landscape & Cookpad Application Example
Containerized Applications using AWS & MS Azure Cloud Services

Part Two: Advanced Container Concepts & Examples 
Containerized Applications in Google Cloud for Deep Learning
Machine & Deep Learning via Containers in IBM Cloud & Alibaba
UberCloud Containers with Packages & Cloud solutions for Engineers
Computational Fluid Dynamics (CFD) as HPC Cloud Simulation Example
Other Container Solutions such as Singularity & Mesos",128,1,0,0,,N/A
